response_id,research_id,respondent_id,object,translated_response,combined_response,final_response,originality_rater02,utility_rater02,originality_rater01,utility_rater01
812,CEG202980,cmpl-59ySPvIcRvSasC17RrZwg81HyHEQa,can,wind chime,use can as wind chime,use can as wind chime,NA,NA,4,3
813,CEG202981,cmpl-59ySPvIcRvSasC17RrZwg81HyHEQa,can,bird feeder,use can as bird feeder,use can as bird feeder,NA,NA,3,4
814,CEG202982,cmpl-59ySPvIcRvSasC17RrZwg81HyHEQa,can,plant pot,use can as plant pot,use can as plant pot,NA,NA,3,5
815,CEG202983,cmpl-59ySPvIcRvSasC17RrZwg81HyHEQa,can,soap dish,use can as soap dish,use can as soap dish,NA,NA,3,4
817,CEG202984,cmpl-59ySSFYX1Mhi8Dk5POGScOVs4gYx0,can,vase for flowers,use can as vase for flowers,use can for vase for flowers,3,4,3,4
818,CEG202985,cmpl-59ySSFYX1Mhi8Dk5POGScOVs4gYx0,can,hold paintbrushes and other painting supplies,use can as hold paintbrushes and other painting supplies,use can as hold paintbrushes and other painting supplies,2,5,2,5
819,CEG202986,cmpl-59ySSFYX1Mhi8Dk5POGScOVs4gYx0,can,desk tidy to hold penspencilspaperclipsetc,use can as desk tidy to hold penspencilspaperclipsetc,use can as desk tidy to hold penspencilspaperclipsetc,2,5,2,5
820,CEG202987,cmpl-59ySSFYX1Mhi8Dk5POGScOVs4gYx0,can,store coins or other small items,use can as store coins or other small items,use can as store coins or other small items,2,5,2,5
147,CEG202988,cmpl-4zrZ42wRutcDFNibsKTG97iSLThCM,book,make papier-mache mask or sculpture,use book as make papier-mache mask or sculpture,use book to make papier-mache mask or sculpture,3,3,3,3
274,CEG202989,cmpl-4zraZpLyhHci56f4QhgT4B7SmCvrt,fork,Stick in electrical outlet to see if it¥s still working,use fork as Stick in electrical outlet to see if it¥s still working,use fork as Stick in electrical outlet to see if itÂ¥s still working,3,3,3,3
379,CEG202990,cmpl-4zrbjCwsB0SqWvKxicy8LGk53flyr,can,make your own mini pinata filled with candy or other treats,use can as make your own mini pinata filled with candy or other treats,use can to make your own mini pinata filled with candy or other treats,3,4,3,4
460,CEG202991,cmpl-4zrche9QeGMpmfsGYV3xuiIbbFgVW,can,mini pinata out of tin can perfect for parties or decoration,use can as mini pinata out of tin can perfect for parties or decoration,use can for mini pinata out of tin can perfect for parties or decoration,3,4,3,4
463,CEG202992,cmpl-4zrckGN0dM4lds8vCNfKvayt3Ir4z,can,mini pinata by filling small tin can with candy then covering opening with paper and securing it with tape or glue,use can as mini pinata by filling small tin can with candy then covering opening with paper and securing it with tape or glue,use can as mini pinata by filling small tin can with candy then covering opening with paper and securing it with tape or glue,3,4,3,4
